id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
373_220629_5mMatOOI_siriusfeaturelist_1072	C33H42O9	[M - H2O + H]+	Terpenoids	0.9952482581138611	Triterpenoids	0.9744771122932434	Limonoids	0.9593167304992676	Limonoids	0.9665364027023315	Limonoids	0.9665364027023315	Triterpenoids	0.8692618608474731	Prenol lipids	0.7429057955741882	Lipids and lipid-like molecules	0.765317440032959	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Furans; Pyrans; Ketones; Alcohols and polyols; Epoxides; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Triterpenoids; Naphthopyrans; Secondary alcohols; Steroid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Oxanes; Limonoids; 17-furanylsteroids and derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
129_220629_5mMatOOI_siriusfeaturelist_1820	C34H64O2	[M + H3N + H]+	Fatty acids	0.7168967127799988	Fatty Acids and Conjugates	0.5436365604400635	Unsaturated fatty acids	0.9341915845870972	Unsaturated fatty acids	0.6026864051818848	Unsaturated fatty acids	0.6026864051818848	Fatty acids and conjugates	0.8623650074005127	Fatty Acyls	0.9561376571655273	Lipids and lipid-like molecules	0.9876304268836975	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
205_220629_5mMatOOI_siriusfeaturelist_825	C45H84N10O10	[M + K]+	Amino acids and Peptides	0.9611787796020508	Oligopeptides	0.9245403409004211	Linear peptides	0.6775204539299011	Peptides	0.673429012298584	Peptides	0.673429012298584	Amino acids, peptides, and analogues	0.9991846680641174	Carboxylic acids and derivatives	0.9998002648353577	Organic acids and derivatives	0.9999480247497559	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
548_220629_5mMatOOI_siriusfeaturelist_1136	C50H92N10O11	[M + Na]+	Amino acids and Peptides	0.9777992367744446	Oligopeptides	0.9888206124305725	Cyclic peptides	0.8766039609909058	Cyclic depsipeptides	0.5956796407699585	Cyclic depsipeptides	0.5956796407699585	Depsipeptides	0.6307046413421631	Peptidomimetics	0.6305567622184753	Organic acids and derivatives	0.9999672174453735	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Cyclic depsipeptides; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
374_220629_5mMatOOI_siriusfeaturelist_1108	C35H70O6	[M + Na]+	Fatty acids	0.8992847204208374	Glycerolipids	0.6968594193458557	Triacylglycerols	0.18234485387802124	Fatty alcohols	0.7020586729049683			Fatty alcohols	0.7020586729049683	Fatty Acyls	0.9819773435592651	Lipids and lipid-like molecules	0.9582822322845459	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
549_220629_5mMatOOI_siriusfeaturelist_1283	C36H72N8O6	[M + H]+	Amino acids and Peptides	0.9407439231872559	Oligopeptides	0.6263744235038757	Linear peptides	0.48595765233039856	Oligopeptides	0.6418491005897522	Peptides	0.9934169054031372	Amino acids, peptides, and analogues	0.9968860745429993	Carboxylic acids and derivatives	0.9988428354263306	Organic acids and derivatives	0.9997153878211975	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
375_220629_5mMatOOI_siriusfeaturelist_1209	C34H58N2O6	[M + Na]+	Polyketides	0.9497021436691284	Macrolides	0.7448275089263916	Open-chain polyketides	0.549299955368042	3-alpha-hydroxysteroids	0.5619282722473145	3-hydroxysteroids	0.4859856367111206	Hydroxysteroids	0.33821845054626465	Steroids and steroid derivatives	0.66546231508255	Lipids and lipid-like molecules	0.6371745467185974	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Macrolactams; Alcohols and polyols; Macrolides and analogues; Steroids and steroid derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Macrolide lactams; 3-alpha-hydroxysteroids; 7-hydroxysteroids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
284_220629_5mMatOOI_siriusfeaturelist_1161	C40H66O5	[M - H4O2 + H]+	Terpenoids	0.8301447033882141	Carotenoids (C40)	0.27848583459854126	Diacylglycerols	0.34790462255477905	Xanthophylls	0.7775983214378357	Carotenoids	0.7993537187576294	Tetraterpenoids	0.5592243075370789	Prenol lipids	0.9439999461174011	Lipids and lipid-like molecules	0.9983338713645935	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carotenoids; Cyclic alcohols and derivatives; Fatty alcohols; Xanthophylls; Tetraterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
376_220629_5mMatOOI_siriusfeaturelist_219	C25H43N5O7	[M + H]+	Amino acids and Peptides	0.954708456993103	Small peptides	0.6894028186798096	Cyclic peptides	0.4406253695487976	Dipeptides	0.9175276160240173	Peptides	0.9019723534584045	Amino acids, peptides, and analogues	0.9997528195381165	Carboxylic acids and derivatives	0.9996618032455444	Organic acids and derivatives	0.9999852180480957	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Alpha amino acid amides; Amines; Secondary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
285_220629_5mMatOOI_siriusfeaturelist_1448	C29H46O	[M + H]+	Terpenoids	0.9993026256561279	Steroids	0.9883986115455627	Stigmastane steroids	0.5123269557952881	3-oxo delta-4-steroids	0.7108363509178162	3-oxosteroids	0.9836099147796631	Oxosteroids	0.9858339428901672	Steroids and steroid derivatives	0.999735414981842	Lipids and lipid-like molecules	0.9999806880950928	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Carbonyl compounds; 3-oxo delta-4-steroids; Delta-4-steroids; Delta-5-steroids; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
206_220629_5mMatOOI_siriusfeaturelist_601	C35H60O10	[M + H]+	Terpenoids	0.7538216710090637	Linear polyketides	0.3021099269390106	Labdane diterpenoids	0.3427523672580719	Fatty alcohols	0.6432077884674072			Fatty alcohols	0.6432077884674072	Fatty Acyls	0.7546221613883972	Lipids and lipid-like molecules	0.9931938648223877	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Fatty alcohols; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
286_220629_5mMatOOI_siriusfeaturelist_1038	C37H56N2O7	[M + H]+	Polyketides	0.9324793815612793	Macrolides	0.5854223966598511	Oleanane triterpenoids	0.20940138399600983	Prenol lipids	0.5575346350669861					Prenol lipids	0.5575346350669861	Lipids and lipid-like molecules	0.6855617761611938	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
377_220629_5mMatOOI_siriusfeaturelist_1415	C27H53N9O4	[M + H]+	Terpenoids	0.08413735777139664	Diterpenoids	0.18175844848155975	Linear peptides	0.1539449542760849	Alpha amino acid amides	0.82353675365448	Amino acids and derivatives	0.9251777529716492	Amino acids, peptides, and analogues	0.941425621509552	Carboxylic acids and derivatives	0.8122607469558716	Organic acids and derivatives	0.9665111303329468	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
130_220629_5mMatOOI_siriusfeaturelist_353	C21H20N4O2	[M + K]+	Alkaloids	0.7145870327949524	Peptide alkaloids	0.4111129939556122	Other indole diketopiperazine alkaloids	0.7091304659843445	Alpha amino acids and derivatives	0.8011119961738586	Amino acids and derivatives	0.541792094707489	Amino acids, peptides, and analogues	0.5585088729858398	Carboxylic acids and derivatives	0.9281284809112549	Organic acids and derivatives	0.9282312989234924	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Nitriles; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
474_220629_5mMatOOI_siriusfeaturelist_832	C34H36N4O5	[M - H2O + H]+	Alkaloids	0.8990578651428223	Tryptophan alkaloids	0.9663465619087219	Carboline alkaloids	0.8625063896179199	Chlorins	0.7063377499580383			Chlorins	0.7063377499580383	Tetrapyrroles and derivatives	0.9968385696411133	Organoheterocyclic compounds	0.9999533891677856	Organic compounds; Organoheterocyclic compounds; Pyrroles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Chlorins; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Secondary alcohols; Carbonyl compounds; Substituted pyrroles; Aromatic alcohols; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
207_220629_5mMatOOI_siriusfeaturelist_2030	C32H36O8	[M - H4O2 + H]+	Terpenoids	0.8817780613899231	Sesquiterpenoids	0.7311946153640747	Cadinane sesquiterpenoids	0.9987462759017944	Sesquiterpenoids	0.5477160811424255			Sesquiterpenoids	0.5477160811424255	Prenol lipids	0.7575945258140564	Lipids and lipid-like molecules	0.8362225890159607	Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Alcohols and polyols; Phenols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Sesquiterpenoids; Naphthols and derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
287_220629_5mMatOOI_siriusfeaturelist_1471	C46H80O9	[M + Na]+	Terpenoids	0.968812108039856	Polyprenols	0.8634848594665527	Polyprenol derivatives	0.8984809517860413	Polyterpenoids	0.8746287226676941			Polyterpenoids	0.8746287226676941	Prenol lipids	0.971761167049408	Lipids and lipid-like molecules	0.9914276599884033	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Polyterpenoids; Polyols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
378_220629_5mMatOOI_siriusfeaturelist_1240	C26H50O6	[M + H]+	Terpenoids	0.9734999537467957	Diterpenoids	0.8618770837783813	Labdane diterpenoids	0.9904007315635681	Diterpenoids	0.7097111344337463			Diterpenoids	0.7097111344337463	Prenol lipids	0.9398772120475769	Lipids and lipid-like molecules	0.9418061375617981	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Fatty alcohols; Monosaccharides; Diterpenoids; Secondary alcohols; Tertiary alcohols; O-glycosyl compounds; Polyols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
550_220629_5mMatOOI_siriusfeaturelist_831	C40H50O4	[M + H]+	Terpenoids	0.9970172643661499	Carotenoids (C40)	0.9991650581359863	Carotenoids (C40, β-β)	0.9809478521347046	Xanthophylls	0.5033254027366638	Carotenoids	0.39237990975379944	Tetraterpenoids	0.5227877497673035	Prenol lipids	0.9972733855247498	Lipids and lipid-like molecules	0.9921762347221375	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Dihydrofurans; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
288_220629_5mMatOOI_siriusfeaturelist_1827	C23H34N4O13S2	[M + K]+	Amino acids and Peptides	0.8625316619873047	Oligopeptides	0.583781361579895	Cyclic peptides	0.42700812220573425	N-acyl-alpha amino acids and derivatives	0.7623528242111206	Amino acids and derivatives	0.7068499326705933	Amino acids, peptides, and analogues	0.7557113170623779	Carboxylic acids and derivatives	0.9815935492515564	Organic acids and derivatives	0.9999082088470459	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonic acids; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Acetals; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Tricarboxylic acids and derivatives; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
208_220629_5mMatOOI_siriusfeaturelist_2205	C40H59NO2	[M + Na]+	Terpenoids	0.9954941272735596	Triterpenoids	0.9975876808166504	Oleanane triterpenoids	0.987215518951416	Triterpenoids	0.9409838914871216			Triterpenoids	0.9409838914871216	Prenol lipids	0.984286904335022	Lipids and lipid-like molecules	0.9343728423118591	Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Triterpenoids; Secondary carboxylic acid amides; Carbonyl compounds; Naphthalenecarboxylic acids and derivatives; Naphthalenecarboxamides; Benzenoids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
379_220629_5mMatOOI_siriusfeaturelist_1830	C53H128N19O4	[M + H]+	Alkaloids	0.09215910732746124	Ornithine alkaloids	0.7603091597557068	Polyamines	0.7935155630111694	N-acyl amines	0.5946004986763	N-acyl amines	0.5946004986763	Fatty amides	0.4569205343723297	Fatty Acyls	0.6026195287704468	Lipids and lipid-like molecules	0.26283642649650574	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Monoalkylamines; N-acyl amines; Amines; Primary amines; Carboximidamides; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
289_220629_5mMatOOI_siriusfeaturelist_1019	C33H61N10O18P	[M + H]+	Carbohydrates	0.7058124542236328	Nucleosides	0.9424475431442261	Pyrimidine nucleos(t)ides	0.970568060874939	Purine ribonucleoside monophosphates	0.9942764639854431	Purine ribonucleoside monophosphates	0.9942764639854431	Purine ribonucleotides	0.9985028505325317	Purine nucleotides	0.9272684454917908	Nucleosides, nucleotides, and analogues	0.8776456117630005	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Guanidines; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Monoalkylamines; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Hydropyrimidines; Glycosylamines; O-glycosyl compounds; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Carboximidamides; Aminosaccharides; Alkyl phosphates; Monoalkyl phosphates; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
551_220629_5mMatOOI_siriusfeaturelist_762	C32H36O9	[M + Na]+	Terpenoids	0.8965871334075928	Triterpenoids	0.7160196304321289	Limonoids	0.9203170537948608	Limonoids	0.6188872456550598	Limonoids	0.6188872456550598	Triterpenoids	0.647895336151123	Prenol lipids	0.17072515189647675	Lipids and lipid-like molecules	0.7139029502868652	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Furans; Pyrans; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Triterpenoids; Naphthopyrans; Carbonyl compounds; Tricarboxylic acids and derivatives; Limonoids; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
209_220629_5mMatOOI_siriusfeaturelist_1384	C39H78N6O4	[M + Na]+	Fatty acids	0.4926861822605133	Guanidine alkaloids	0.21287719905376434	Ceramides	0.1253328174352646	N-acyl-alpha amino acids and derivatives	0.8267706632614136	Amino acids and derivatives	0.7374230027198792	Amino acids, peptides, and analogues	0.816475510597229	Carboxylic acids and derivatives	0.9490480422973633	Organic acids and derivatives	0.9362182021141052	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
380_220629_5mMatOOI_siriusfeaturelist_1955	C30H34O6	[M + Na]+	Terpenoids	0.8811526894569397	Sesquiterpenoids	0.3581947088241577	Cadinane sesquiterpenoids	0.32678428292274475	Benzene and substituted derivatives	0.6886808276176453					Benzene and substituted derivatives	0.6886808276176453	Benzenoids	0.954957127571106	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
210_220629_5mMatOOI_siriusfeaturelist_5	C26H28N4O14S2	[M + Na]+	Amino acids and Peptides	0.9964569211006165	β-lactams	0.8940103054046631	Cephalosporins	0.7270316481590271	N-acyl-alpha amino acids and derivatives	0.8941695690155029	Amino acids and derivatives	0.9375462532043457	Amino acids, peptides, and analogues	0.9401512742042542	Carboxylic acids and derivatives	0.9970998764038086	Organic acids and derivatives	0.9993690848350525	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Azetidines; Lactams; Beta lactams; Cephems; Cephalosporins; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Glucuronides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; 1,3-thiazines; Monosaccharides; Acetals; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
131_220629_5mMatOOI_siriusfeaturelist_995	C38H57N	[M + K]+	Terpenoids	0.9927534461021423	Carotenoids (C40)	0.34951385855674744	Carotenoids (C40, β-β)	0.08142589032649994	Carotenes	0.8312150239944458	Carotenoids	0.8617815375328064	Tetraterpenoids	0.605780303478241	Prenol lipids	0.9862667322158813	Lipids and lipid-like molecules	0.9889774918556213	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Nitriles; Carotenoids; Carotenes; Tetraterpenoids; Hydrocarbon derivatives; Organic cyanides; Organic nitrogen compounds; Chemical entities
290_220629_5mMatOOI_siriusfeaturelist_1241	C41H56N4O10	[M + H]+	Alkaloids	0.4974419176578522	Tryptophan alkaloids	0.38138774037361145	Ansa macrolides	0.04528943821787834	Tetrapyrroles and derivatives	0.6743476390838623					Tetrapyrroles and derivatives	0.6743476390838623	Organoheterocyclic compounds	0.9997648596763611	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Tetrapyrroles and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzenoids; Methyl esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
